Wavelength,Intensity
491.53,131.0
491.88,123.0
492.23,107.0
492.58,92.0
492.92,77.0
493.27,74.0
493.62,77.0
493.97,74.0
494.32,73.0
494.67,67.0
495.02,73.0
495.37,71.0
495.72,70.0
496.07,65.0
496.42,71.0
496.77,72.0
497.12,73.0
497.47,75.0
497.82,69.0
498.17,71.0
498.51,72.0
498.86,67.0
499.21,70.0
499.56,67.0
499.91,67.0
500.26,67.0
500.61,71.0
500.96,70.0
501.31,69.0
501.65,70.0
502.0,66.0
502.35,67.0
502.7,72.0
503.05,74.0
503.4,66.0
503.75,71.0
504.09,71.0
504.44,70.0
504.79,68.0
505.14,68.0
505.49,66.0
505.83,64.0
506.18,70.0
506.53,70.0
506.88,73.0
507.23,66.0
507.58,71.0
507.92,70.0
508.27,67.0
508.62,66.0
508.97,72.0
509.31,70.0
509.66,69.0
510.01,73.0
510.36,69.0
510.71,71.0
511.05,67.0
511.4,69.0
511.75,71.0
512.1,65.0
512.44,70.0
512.79,65.0
513.14,70.0
513.48,65.0
513.83,71.0
514.18,67.0
514.53,64.0
514.87,71.0
515.22,66.0
515.57,63.0
515.91,65.0
516.26,70.0
516.61,62.0
516.96,66.0
517.3,63.0
517.65,66.0
518.0,66.0
518.34,68.0
518.69,68.0
519.04,69.0
519.38,70.0
519.73,73.0
520.08,71.0
520.42,75.0
520.77,74.0
521.11,69.0
521.46,74.0
521.81,71.0
522.15,69.0
522.5,70.0
522.85,67.0
523.19,71.0
523.54,75.0
523.88,73.0
524.23,69.0
524.58,72.0
524.92,71.0
525.27,77.0
525.61,72.0
525.96,74.0
526.3,66.0
526.65,71.0
527.0,67.0
527.34,68.0
527.69,69.0
528.03,69.0
528.38,67.0
528.72,73.0
529.07,69.0
529.41,68.0
529.76,74.0
530.11,70.0
530.45,70.0
530.8,76.0
531.14,74.0
531.49,71.0
531.83,73.0
532.18,71.0
532.52,70.0
532.87,72.0
533.21,68.0
533.56,71.0
533.9,76.0
534.25,73.0
534.59,75.0
534.94,79.0
535.28,77.0
535.62,73.0
535.97,76.0
536.31,80.0
536.66,78.0
537.0,78.0
537.35,82.0
537.69,85.0
538.04,82.0
538.38,88.0
538.72,87.0
539.07,95.0
539.41,98.0
539.76,102.0
540.1,119.0
540.44,125.0
540.79,138.0
541.13,143.0
541.48,144.0
541.82,143.0
542.16,152.0
542.51,157.0
542.85,169.0
543.2,184.0
543.54,206.0
543.88,257.0
544.23,313.0
544.57,477.0
544.91,1898.0
545.26,4095.0
545.6,4095.0
545.94,4095.0
546.29,4095.0
546.63,4095.0
546.97,4095.0
547.32,4095.0
547.66,4095.0
548.0,3973.0
548.35,941.0
548.69,502.0
549.03,337.0
549.37,256.0
549.72,207.0
550.06,175.0
550.4,148.0
550.75,145.0
551.09,134.0
551.43,127.0
551.77,115.0
552.12,113.0
552.46,104.0
552.8,101.0
553.14,93.0
553.49,94.0
553.83,93.0
554.17,89.0
554.51,84.0
554.85,93.0
555.2,84.0
555.54,82.0
555.88,80.0
556.22,81.0
556.57,76.0
556.91,75.0
557.25,81.0
557.59,73.0
557.93,71.0
558.27,73.0
558.62,67.0
558.96,74.0
559.3,72.0
559.64,72.0
559.98,73.0
560.32,74.0
560.67,75.0
561.01,73.0
561.35,67.0
561.69,69.0
562.03,68.0
562.37,71.0
562.71,67.0
563.06,73.0
563.4,69.0
563.74,69.0
564.08,69.0
564.42,63.0
564.76,68.0
565.1,69.0
565.44,70.0
565.78,68.0
566.12,68.0
566.47,67.0
566.81,70.0
567.15,71.0
567.49,73.0
567.83,70.0
568.17,69.0
568.51,68.0
568.85,73.0
569.19,69.0
569.53,72.0
569.87,74.0
570.21,72.0
570.55,73.0
570.89,75.0
571.23,77.0
571.57,81.0
571.91,76.0
572.25,79.0
572.59,79.0
572.93,76.0
573.27,72.0
573.61,76.0
573.95,85.0
574.29,87.0
574.63,91.0
574.97,92.0
575.31,99.0
575.65,150.0
575.99,941.0
576.33,2817.0
576.67,3849.0
577.01,4095.0
577.35,3573.0
577.69,2525.0
578.02,2326.0
578.36,3581.0
578.7,4095.0
579.04,4095.0
579.38,4095.0
579.72,3059.0
580.06,2046.0
580.4,1365.0
580.74,728.0
581.08,367.0
581.42,203.0
581.75,141.0
582.09,114.0
582.43,106.0
